Row Labels;Sum of daily unique entries
18;229
19;193
20;112
21;106
22;11
27 January 2022;955
6;2
7;80
8;82
9;83
10;78
11;73
12;111
13;114
14;139
15;130
16;150
17;180
18;213
19;181
20;161
21;90
22;41
28 January 2022;1077
6;2
7;72
8;99
9;109
10;102
11;86
12;117
13;135
14;122
15;157
16;225
17;235
18;291
19;208
20;147
21;72
22;11
29 January 2022;648
7;1
8;48
9;69
10;98
11;111
12;118
13;115
14;80
15;113
16;105
17;117
18;173
19;125
20;32
30 January 2022;557
7;1
8;41
9;60
10;80
11;85
12;98
13;83
14;87
15;82
16;109
17;118
18;111
19;108
20;54
31 January 2022;1095
6;2
7;69
8;97
9;95
10;91
11;95
12;137
13;165
14;139
15;173
16;184
17;182
18;244
19;195
20;214
21;109
22;32
01 February 2022;1064
6;0
7;77
8;96
9;117
10;96
11;105
12;123
13;144
14;127
15;120
16;197
17;197
18;223
19;205
20;184
21;102
22;41
02 February 2022;1059
6;1
7;69
8;100
9;94
10;71
11;95
12;178
13;213
14;140
15;179
16;183
17;205
18;216
19;191
20;119
21;94
22;13
03 February 2022;936
7;60
8;73
9;88
10;89
11;99
12;132
13;131
14;93
15;123
16;165
17;205
18;223
19;174
20;149
21;82
22;31
04 February 2022;1054
6;2
7;79
8;86
9;101
10;81
11;81
12;119
13;119
14;138
15;144
16;222
17;248
18;258
19;218
20;164
21;72
22;27
05 February 2022;638
7;2
8;48
9;71
10;101
11;98
12;148
13;112
14;82
15;105
16;92
17;121
18;152
19;96
20;52
06 February 2022;630
7;1
8;56
9;74
10;113
11;94
12;110
13;74
14;103
15;84
16;107
17;146
18;127
19;124
20;42
07 February 2022;1181
6;2
7;90
8;117
9;97
10;104
11;123
12;107
13;139
14;129
15;129
16;182
17;228
18;276
19;249
20;230
21;123
22;94
08 February 2022;1171
1;1
5;1
6;2
7;109
8;151
9;120
10;116
11;107
12;115
13;139
14;108
15;135
16;204
17;242
18;232
19;243
20;173
21;108
22;55
09 February 2022;983
6;2
7;61
8;82
9;98
10;82
11;112
12;160
13;177
14;133
15;161
16;167
17;191
18;225
19;166
20;122
21;91
22;18
10 February 2022;968
6;1
7;74
8;92
9;78
10;80
11;92
12;144
13;126
14;120
15;117
16;163
17;168
18;240
19;189
20;166
21;96
22;18
11 February 2022;1048
6;2
7;76
8;87
9;98
10;105
11;113
12;135
13;128
14;130
15;173
16;196
17;228
18;229
19;170
20;149
21;92
22;30
12 February 2022;590
7;1
8;48
9;53
10;104
11;95
12;114
13;106
14;93
15;123
16;97
17;88
18;108
19;133
20;30
13 February 2022;577
8;44
9;53
10;92
11;86
12;115
13;69
14;85
15;90
16;116
17;143
18;137
19;103
20;30
14 February 2022;1021
1;0
6;2
7;75
8;116
9;114
10;97
11;93
12;126
13;137
14;128
15;136
16;153
17;174
18;226
19;187
20;203
21;94
22;61
15 February 2022;964
6;1
7;76
8;104
9;111
10;96
11;91
12;126
13;124
14;120
15;105
16;182
17;165
18;205
19;204
20;157
21;79
22;38
16 February 2022;1004
6;1
7;55
8;90
9;108
10;114
11;104
12;176
13;169
14;125
15;149
16;163
17;165
18;189
19;174
20;125
21;103
22;11
17 February 2022;962
0;0
4;1
6;2
7;69
8;87
9;91
10;98
11;114
12;152
13;135
14;129
15;148
16;172
17;185
18;188
19;153
20;145
21;68
22;40
18 February 2022;692
6;2
7;60
8;75
9;83
10;71
11;58
12;107
13;74
14;80
15;99
16;136
17;159
18;127
19;113
20;113
21;67
22;26
19 February 2022;587
8;47
9;59
10;86
11;91
12;112
13;89
14;82
15;109
16;99
17;107
18;144
19;122
20;49
20 February 2022;582
7;1
8;42
9;51
10;91
11;72
12;107
13;83
14;96
15;93
16;119
17;144
18;110
19;141
20;18
21 February 2022;1106
6;1
7;72
8;107
9;108
10;105
11;120
12;105
13;129
14;106
15;153
16;178
17;200
18;253
19;208
20;233
21;129
22;40
22 February 2022;1090
6;3
7;86
8;115
9;110
10;105
11;89
12;119
13;135
14;115
15;121
16;241
17;201
18;252
19;208
20;191
21;105
22;49
23 February 2022;980
6;2
7;53
8;97
9;110
10;109
11;94
12;126
13;170
14;122
15;181
16;200
17;183
18;196
19;154
20;125
21;77
22;5
24 February 2022;927
6;1
7;66
8;84
9;83
10;93
11;111
12;149
13;111
14;134
15;151
16;169
17;180
18;178
19;148
20;126
21;80
22;23
25 February 2022;968
1;0
5;1
7;69
8;80
9;95
10;103
11;97
12;120
13;119
14;122
15;139
16;186
17;210
18;255
19;172
20;147
21;72
22;23
26 February 2022;600
8;40
9;64
10;96
11;99
12;103
13;105
14;86
15;133
16;82
17;113
18;135
19;105
20;50
27 February 2022;554
8;46
9;53
10;81
11;79
12;84
13;81
14;86
15;76
16;107
17;134
18;146
19;131
20;20
28 February 2022;1070
6;2
7;59
8;87
9;90
10;82
11;89
12;98
13;117
14;122
15;138
16;190
17;220
18;226
19;219
20;228
21;120
22;60
01 March 2022;995
6;1
7;67
8;88
9;74
10;71
11;77
12;120
13;113
14;108
15;121
16;198
17;186
18;220
19;223
20;165
21;112
22;61
02 March 2022;982
6;1
7;44
8;71
9;88
10;93
11;108
12;194
13;169
14;165
15;185
16;208
17;173
18;176
19;146
20;102
21;69
22;32
03 March 2022;926
6;1
7;65
8;78
9;83
10;69
11;82
12;128
13;94
14;111
15;154
16;163
17;218
18;224
19;169
20;122
21;97
22;28
04 March 2022;981
6;1
7;68
8;74
9;99
10;82
11;104
12;97
13;121
14;110
15;146
16;201
17;210
18;254
19;164
20;154
21;88
22;27
05 March 2022;601
7;1
8;45
9;55
10;95
11;91
12;125
13;111
14;91
15;92
16;115
17;98
18;147
19;122
20;45
06 March 2022;580
7;2
8;44
9;59
10;95
11;95
12;107
13;68
14;81
15;107
16;145
17;121
18;127
19;86
20;30
07 March 2022;1051
6;1
7;55
8;83
9;91
10;76
11;97
12;126
13;154
14;117
15;147
16;190
17;216
18;201
19;192
20;194
21;92
22;61
08 March 2022;1069
7;68
8;92
9;110
10;86
11;96
12;123
13;146
14;121
15;128
16;204
17;221
18;223
19;211
20;166
21;104
22;57
09 March 2022;949
6;2
7;54
8;82
9;107
10;84
11;127
12;145
13;179
14;142
15;174
16;184
17;169
18;173
19;112
20;97
21;72
22;19
10 March 2022;941
6;2
7;84
8;90
9;103
10;78
11;96
12;117
13;130
14;121
15;126
16;167
17;197
18;214
19;158
20;141
21;80
22;35
11 March 2022;973
6;2
7;70
8;79
9;103
10;86
11;95
12;117
13;122
14;112
15;124
16;189
17;203
18;230
19;154
20;179
21;72
22;25
12 March 2022;618
7;1
8;54
9;60
10;95
11;103
12;120
13;111
14;82
15;110
16;98
17;110
18;125
19;118
20;47
13 March 2022;556
1;0
5;1
7;0
8;51
9;69
10;117
11;92
12;103
13;65
14;63
15;80
16;101
17;127
18;105
19;103
20;15
14 March 2022;1097
6;3
7;61
8;97
9;107
10;83
11;101
12;120
13;131
14;128
15;147
16;191
17;218
18;230
19;197
20;229
21;118
22;70
15 March 2022;1081
6;1
7;74
8;96
9;119
10;106
11;99
12;136
13;147
14;120
15;134
16;191
17;218
18;232
19;225
20;166
21;97
22;41
16 March 2022;919
6;2
7;54
8;69
9;85
10;98
11;107
12;143
13;162
14;120
15;125
16;160
17;173
18;167
19;138
20;139
21;95
22;12
17 March 2022;904
6;2
7;60
8;87
9;92
10;78
11;102
12;127
13;100
14;114
15;134
16;152
17;150
18;221
19;179
20;142
21;69
22;32
18 March 2022;1046
6;2
7;58
8;73
9;82
10;90
11;87
12;129
13;112
14;132
15;153
16;183
17;212
18;310
19;200
20;145
21;91
22;11
19 March 2022;588
7;1
8;61
9;72
10;110
11;86
12;133
13;93
14;80
15;103
16;88
17;79
18;131
19;80
20;55
20 March 2022;564
7;1
8;55
9;50
10;108
11;83
12;123
13;76
14;81
15;81
16;72
17;127
18;138
19;108
20;48
21 March 2022;978
6;1
7;65
8;92
9;88
10;81
11;77
12;107
13;135
14;111
15;129
16;155
17;197
18;204
19;188
20;196
21;81
22;57
22 March 2022;986
7;61
8;99
9;90
10;101
11;100
12;127
13;117
14;103
15;125
16;187
17;201
18;214
19;216
20;149
21;78
22;36
23 March 2022;784
6;2
7;43
8;77
9;101
10;92
11;76
12;128
13;124
14;88
15;129
16;128
17;134
18;166
19;139
20;85
21;60
22;3
24 March 2022;777
6;3
7;69
8;76
9;78
10;84
11;108
12;118
13;118
14;113
15;129
16;112
17;133
18;156
19;134
20;105
21;53
22;4
25 March 2022;803
6;2
7;51
8;63
9;73
10;94
11;90
12;109
13;108
14;111
15;128
16;166
17;164
18;184
19;127
20;104
21;54
22;15
26 March 2022;367
7;2
8;55
9;66
10;95
11;104
12;122
13;80
14;97
15;77
16;20
27 March 2022;307
7;1
8;26
9;45
10;75
11;80
12;74
13;93
14;101
15;99
16;29
28 March 2022;634
7;34
8;59
9;74
10;79
11;88
12;104
13;85
14;87
15;105
16;123
17;151
18;165
19;106
20;52
29 March 2022;662
6;2
7;36
8;54
9;72
10;85
11;81
12;107
13;102
14;87
15;86
16;137
17;145
18;188
19;130
20;47
30 March 2022;628
6;2
7;33
8;48
9;55
10;57
11;83
12;112
13;99
14;67
15;100
16;122
17;141
18;162
19;122
20;48
31 March 2022;597
6;2
7;32
8;50
9;52
10;60
11;68
12;96
13;77
14;81
15;104
16;119
17;147
18;166
19;123
20;36
01 April 2022;531
3;0
6;3
7;24
8;33
9;42
10;54
11;63
12;79
13;80
14;82
15;87
16;129
17;131
18;141
19;100
20;42
02 April 2022;302
1;0
3;0
7;2
8;41
9;54
10;78
11;74
12;92
13;67
14;107
15;80
16;22
03 April 2022;289
7;1
8;33
9;40
10;71
11;78
12;69
13;72
14;89
15;84
16;25
04 April 2022;632
6;1
7;32
8;62
9;77
10;62
11;89
12;91
13;88
14;63
15;92
16;136
17;153
18;199
19;154
20;29
05 April 2022;648
6;2
7;33
8;61
9;90
10;73
11;85
12;101
13;98
14;83
15;94
16;143
17;126
18;167
19;135
20;36
06 April 2022;595
6;2
7;29
8;52
9;68
10;73
11;81
12;103
13;103
14;89
15;70
16;103
17;152
18;159
19;126
20;35
07 April 2022;631
6;3
7;31
8;58
9;68
10;61
11;72
12;85
13;79
14;87
15;95
16;128
17;151
18;185
19;120
20;56
08 April 2022;566
6;2
7;32
8;59
9;66
10;59
11;91
12;106
13;85
14;91
15;73
16;120
17;120
18;119
19;118
20;34
09 April 2022;329
7;2
8;22
9;48
10;60
11;93
12;92
13;90
14;102
15;110
16;40
10 April 2022;306
7;2
8;35
9;48
10;73
11;90
12;77
13;87
14;87
15;89
16;36
11 April 2022;642
6;2
7;36
8;71
9;69
10;71
11;79
12;95
13;112
14;83
15;100
16;111
17;157
18;169
19;125
20;30
12 April 2022;520
6;2
7;41
8;67
9;76
10;84
11;74
12;77
13;96
14;70
15;90
16;163
17;149
18;64
13 April 2022;0
8;0
10;0
19 April 2022;0
4;0
20 April 2022;776
6;2
7;40
8;80
9;98
10;114
11;120
12;149
13;122
14;116
15;122
16;150
17;158
18;180
19;123
20;47
21 April 2022;676
6;2
7;47
8;68
9;82
10;85
11;81
12;108
13;84
14;80
15;108
16;146
17;144
18;184
19;121
20;37
22 April 2022;693
6;2
7;39
8;61
9;94
10;82
11;90
12;88
13;105
14;98
15;103
16;135
17;169
18;193
19;126
20;42
23 April 2022;366
7;2
8;44
9;80
10;99
11;112
12;94
13;103
14;94
15;94
16;30
24 April 2022;386
7;1
8;50
9;66
10;105
11;113
12;120
13;97
14;93
15;96
16;29
25 April 2022;741
6;1
7;49
8;95
9;123
10;91
11;78
12;108
13;97
14;84
15;122
16;166
17;175
18;164
19;134
20;48
26 April 2022;768
6;1
7;49
8;102
9;121
10;72
11;85
12;82
13;103
14;99
15;112
16;177
17;163
18;226
19;155
20;41
27 April 2022;734
6;3
7;35
8;68
9;78
10;79
11;110
12;112
13;104
14;81
15;123
16;175
17;174
18;188
19;125
20;45
28 April 2022;710
6;2
7;42
8;83
9;97
10;98
11;85
12;91
13;93
14;87
15;90
16;162
17;169
18;198
19;131
20;35
29 April 2022;739
6;1
7;47
8;89
9;104
10;87
11;79
12;106
13;85
14;99
15;103
16;153
17;173
18;198
19;145
20;63
30 April 2022;569
8;49
9;105
10;124
11;103
12;98
13;89
14;97
15;79
16;78
17;85
18;109
19;102
20;22
21;1
01 May 2022;514
7;1
8;50
9;78
10;91
11;95
12;116
13;76
14;88
15;84
16;100
17;82
18;108
19;74
20;4
02 May 2022;433
9;91
10;116
11;72
12;86
13;82
14;78
15;130
16;141
17;34
03 May 2022;835
4;0
6;2
7;65
8;89
9;88
10;65
11;80
12;101
13;98
14;89
15;107
16;167
17;181
18;201
19;140
20;137
21;81
22;9
04 May 2022;779
6;2
7;43
8;71
9;90
10;80
11;68
12;110
13;131
14;92
15;109
16;147
17;160
18;190
19;134
20;116
21;62
22;5
05 May 2022;868
6;1
7;47
8;66
9;70
10;74
11;69
12;100
13;111
14;108
15;143
16;207
17;218
18;198
19;185
20;132
21;76
22;8
06 May 2022;847
6;1
7;44
8;81
9;85
10;84
11;75
12;97
13;105
14;114
15;132
16;190
17;209
18;210
19;134
20;74
21;67
22;10
07 May 2022;632
7;2
8;67
9;79
10;128
11;112
12;129
13;97
14;94
15;103
16;93
17;94
18;124
19;96
20;50
08 May 2022;506
7;1
8;44
9;90
10;98
11;75
12;87
13;56
14;70
15;78
16;73
17;81
18;128
19;106
20;13
09 May 2022;913
1;0
6;2
7;50
8;74
9;86
10;84
11;76
12;102
13;92
14;92
15;155
16;174
17;218
18;213
19;152
20;175
21;101
22;46
10 May 2022;945
6;2
7;62
8;90
9;115
10;39
11;23
12;140
13;111
14;106
15;129
16;186
17;184
18;233
19;182
20;128
21;70
22;29
11 May 2022;891
6;2
7;49
8;70
9;92
10;83
11;83
12;119
13;117
14;111
15;116
16;154
17;212
18;206
19;157
20;156
21;78
22;29
12 May 2022;884
6;3
7;61
8;82
9;93
10;80
11;90
12;85
13;107
14;106
15;119
16;199
17;212
18;227
19;186
20;122
21;75
22;33
13 May 2022;924
3;0
6;3
7;63
8;83
9;90
10;90
11;84
12;146
13;118
14;118
15;141
16;182
17;236
18;195
19;148
20;121
21;57
22;17
14 May 2022;582
8;65
9;76
10;112
11;107
12;132
13;83
14;112
15;95
16;94
17;75
18;106
19;82
20;33
15 May 2022;577
1;0
4;1
7;1
8;50
9;86
10;101
11;100
12;107
13;85
14;100
15;88
16;92
17;81
18;133
19;110
20;23
16 May 2022;1082
6;2
7;54
8;94
9;113
10;93
11;93
12;109
13;124
14;122
15;192
16;229
17;258
18;197
19;188
20;143
21;86
22;38
17 May 2022;961
6;4
7;60
8;89
9;96
10;94
11;98
12;108
13;120
14;122
15;129
16;177
17;174
18;216
19;188
20;142
21;88
22;32
18 May 2022;974
6;2
7;52
8;67
9;86
10;89
11;105
12;162
13;153
14;103
15;136
16;183
17;206
18;211
19;154
20;163
21;87
22;41
19 May 2022;901
6;1
7;51
8;96
9;94
10;95
11;91
12;117
13;111
14;97
15;105
16;179
17;186
18;209
19;186
20;131
21;59
22;28
20 May 2022;885
6;1
7;61
8;92
9;72
10;68
11;89
12;116
13;114
14;121
15;128
16;193
17;212
18;201
19;158
20;106
21;61
22;16
21 May 2022;580
7;2
8;63
9;72
10;115
11;98
12;130
13;96
14;83
15;62
16;90
17;97
18;91
19;84
20;34
22 May 2022;556
0;0
7;1
8;29
9;46
10;83
11;112
12;123
13;91
14;91
15;92
16;83
17;80
18;141
19;111
20;17
23 May 2022;967
6;2
7;51
8;75
9;86
10;77
11;80
12;136
13;126
14;138
15;151
16;189
17;220
18;202
19;175
20;177
21;100
22;61
24 May 2022;1024
3;0
6;2
7;57
8;107
9;112
10;104
11;110
12;135
13;126
14;124
15;133
16;167
17;198
18;207
19;218
20;158
21;100
22;40
25 May 2022;995
6;3
7;48
8;84
9;99
10;91
11;99
12;147
13;164
14;126
15;145
16;193
17;204
18;204
19;170
20;148
21;113
22;33
26 May 2022;899
6;2
7;63
8;84
9;80
10;77
11;87
12;101
13;104
14;126
15;158
16;181
17;178
18;197
19;193
20;147
21;77
22;31
27 May 2022;930
6;2
7;44
8;76
9;96
10;104
11;110
12;116
13;129
14;114
15;120
16;181
17;193
18;213
19;164
20;152
21;86
22;11
28 May 2022;595
7;2
8;55
9;75
10;117
11;112
12;138
13;97
14;108
15;90
16;98
17;107
18;125
19;80
20;23
29 May 2022;564
7;1
8;39
9;65
10;106
11;85
12;108
13;71
14;109
15;77
16;86
17;104
18;147
19;121
20;36
30 May 2022;915
6;2
7;45
8;72
9;100
10;92
11;87
12;123
13;126
14;102
15;169
16;160
17;183
18;217
19;139
20;164
21;81
22;45
31 May 2022;930
6;1
7;55
8;89
9;109
10;104
11;105
12;128
13;123
14;111
15;149
16;175
17;159
18;183
19;186
20;132
21;68
22;36
01 June 2022;859
6;2
7;44
8;58
9;86
10;98
11;112
12;136
13;121
14;130
15;139
16;153
17;158
18;155
19;126
20;125
21;93
22;21
02 June 2022;437
8;2
9;80
10;92
11;74
12;80
13;87
14;115
15;160
16;137
17;49
03 June 2022;517
8;2
9;80
10;124
11;126
12;130
13;129
14;134
15;164
16;110
17;61
04 June 2022;583
8;61
9;55
10;103
11;95
12;118
13;86
14;89
15;99
16;95
17;103
18;120
19;116
20;40
05 June 2022;534
8;36
9;48
10;83
11;93
12;103
13;63
14;95
15;106
16;92
17;84
18;140
19;98
20;47
06 June 2022;851
0;0
7;35
8;61
9;78
10;74
11;85
12;108
13;123
14;101
15;149
16;170
17;174
18;174
19;146
20;162
21;91
22;44
23;0
07 June 2022;936
6;3
7;64
8;93
9;99
10;76
11;92
12;130
13;121
14;129
15;126
16;174
17;188
18;177
19;177
20;154
21;75
22;38
08 June 2022;947
0;1
4;1
6;3
7;49
8;71
9;94
10;93
11;120
12;134
13;139
14;117
15;136
16;180
17;174
18;179
19;129
20;160
21;94
22;30
23;1
09 June 2022;930
4;1
6;1
7;46
8;71
9;73
10;98
11;118
12;157
13;149
14;112
15;138
16;203
17;189
18;185
19;148
20;143
21;97
22;35
10 June 2022;887
3;0
6;1
7;46
8;82
9;85
10;81
11;98
12;109
13;112
14;125
15;147
16;189
17;199
18;166
19;168
20;130
21;63
22;36
11 June 2022;671
8;75
9;78
10;123
11;142
12;170
13;123
14;99
15;140
16;89
17;93
18;97
19;94
20;41
12 June 2022;549
7;3
8;39
9;77
10;116
11;107
12;108
13;81
14;101
15;79
16;88
17;89
18;98
19;92
20;37
13 June 2022;932
6;3
7;47
8;85
9;92
10;88
11;90
12;123
13;142
14;123
15;173
16;157
17;187
18;166
19;150
20;184
21;92
22;37
14 June 2022;901
6;2
7;63
8;90
9;111
10;82
11;105
12;125
13;120
14;88
15;103
16;152
17;173
18;181
19;140
20;126
21;86
22;33
15 June 2022;901
6;1
7;48
8;66
9;82
10;94
11;126
12;139
13;119
14;123
15;125
16;168
17;193
18;197
19;133
20;128
21;69
22;16
16 June 2022;827
6;2
7;45
8;77
9;86
10;88
11;101
12;113
13;103
14;98
15;138
16;173
17;157
18;147
19;160
20;123
21;75
22;29
17 June 2022;764
6;2
7;44
8;59
9;93
10;92
11;89
12;113
13;105
14;94
15;115
16;128
17;167
18;135
19;112
20;125
21;69
22;18
18 June 2022;562
7;0
8;51
9;64
10;98
11;104
12;123
13;114
14;93
15;112
16;87
17;73
18;96
19;95
20;2
19 June 2022;583
7;3
8;39
9;95
10;114
11;101
12;118
13;82
14;97
15;98
16;108
17;90
18;135
19;92
20;25
22;1
20 June 2022;855
4;1
6;2
7;51
8;72
9;79
10;72
11;73
12;99
13;122
14;121
15;140
16;171
17;148
18;181
19;136
20;153
21;95
22;25
21 June 2022;830
7;47
8;74
9;73
10;87
11;112
12;112
13;107
14;90
15;95
16;152
17;147
18;176
19;146
20;131
21;83
22;28
22 June 2022;838
7;33
8;63
9;66
10;84
11;93
12;139
13;107
14;121
15;136
16;158
17;176
18;136
19;157
20;124
21;83
22;29
23 June 2022;769
6;2
7;39
8;61
9;67
10;72
11;99
12;103
13;94
14;92
15;111
16;164
17;151
18;165
19;135
20;111
21;77
22;18
24 June 2022;741
6;2
7;32
8;58
9;69
10;88
11;88
12;101
13;84
14;105
15;123
16;159
17;170
18;154
19;120
20;82
21;50
22;11
25 June 2022;552
7;2
8;47
9;65
10;121
11;110
12;130
13;108
14;100
15;96
16;93
17;88
18;89
19;54
20;17
26 June 2022;500
7;2
8;37
9;67
10;107
11;72
12;104
13;75
14;82
15;75
16;75
17;73
18;118
19;102
20;47
27 June 2022;752
6;2
7;33
8;57
9;63
10;66
11;63
12;96
13;96
14;98
15;122
16;160
17;168
18;150
19;107
20;123
21;80
22;33
28 June 2022;748
6;1
7;35
8;62
9;71
10;78
11;85
12;98
13;95
14;79
15;103
16;143
17;152
18;175
19;153
20;134
21;62
22;31
29 June 2022;689
6;2
7;29
8;51
9;66
10;65
11;82
12;104
13;93
14;116
15;95
16;116
17;176
18;163
19;95
20;94
21;60
22;5
30 June 2022;605
6;3
7;28
8;50
9;49
10;58
11;70
12;83
13;89
14;80
15;88
16;141
17;146
18;141
19;102
20;77
21;37
22;15
01 July 2022;555
6;1
7;26
8;34
9;50
10;51
11;51
12;76
13;72
14;89
15;90
16;119
17;138
18;146
19;88
20;69
21;31
22;16
02 July 2022;308
7;2
8;49
9;59
10;83
11;81
12;93
13;70
14;88
15;60
16;39
03 July 2022;291
7;1
8;32
9;57
10;92
11;87
12;89
13;76
14;70
15;66
16;25
04 July 2022;566
6;2
7;39
8;53
9;58
10;55
11;50
12;62
13;65
14;71
15;102
16;121
17;182
18;142
19;121
20;23
05 July 2022;541
6;2
7;50
8;77
9;53
10;51
11;64
12;72
13;73
14;72
15;92
16;135
17;160
18;134
19;75
20;16
06 July 2022;553
6;3
7;34
8;53
9;50
10;51
11;50
12;77
13;60
14;56
15;84
16;124
17;170
18;172
19;118
20;32
07 July 2022;485
6;2
7;37
8;53
9;57
10;55
11;47
12;67
13;65
14;71
15;73
16;128
17;136
18;141
19;61
20;14
08 July 2022;477
6;1
7;22
8;36
9;50
10;52
11;53
12;73
13;70
14;63
15;72
16;107
17;142
18;141
19;75
20;24
09 July 2022;331
7;0
8;42
9;58
10;76
11;75
12;88
13;89
14;89
15;104
16;24
10 July 2022;311
7;2
8;39
9;53
10;79
11;77
12;84
13;68
14;92
15;75
16;42
11 July 2022;536
6;2
7;38
8;51
9;49
10;42
11;58
12;66
13;57
14;66
15;85
16;119
17;150
18;155
19;114
20;40
12 July 2022;457
6;1
7;36
8;70
9;66
10;64
11;50
12;65
13;65
14;72
15;85
16;150
17;137
18;56
13 July 2022;565
6;2
7;36
8;60
9;56
10;49
11;72
12;84
13;80
14;57
15;79
16;90
17;152
18;180
19;126
20;50
14 July 2022;487
6;1
7;41
8;62
9;54
10;46
11;55
12;79
13;90
14;88
15;75
16;77
17;112
18;124
19;80
20;11
15 July 2022;508
6;2
7;37
8;60
9;68
10;65
11;56
12;86
13;66
14;59
15;76
16;85
17;125
18;146
19;104
20;29
16 July 2022;273
7;1
8;34
9;35
10;56
11;69
12;89
13;67
14;70
15;83
16;51
17 July 2022;289
7;2
8;26
9;35
10;62
11;73
12;90
13;70
14;96
15;78
16;45
18 July 2022;516
6;2
7;45
8;64
9;66
10;49
11;44
12;76
13;89
14;62
15;58
16;85
17;126
18;155
19;103
20;42
19 July 2022;487
1;0
6;3
7;35
8;66
9;61
10;53
11;49
12;65
13;56
14;59
15;69
16;85
17;119
18;149
19;114
20;38
20 July 2022;553
7;39
8;61
9;63
10;58
11;68
12;80
13;70
14;67
15;68
16;102
17;135
18;155
19;117
20;22
21 July 2022;514
6;1
7;39
8;72
9;60
10;54
11;51
12;80
13;80
14;80
15;74
16;94
17;130
18;137
19;113
20;29
22 July 2022;411
6;2
7;39
8;65
9;65
10;58
11;63
12;82
13;82
14;54
15;58
16;106
17;117
18;37
23 July 2022;315
7;1
8;31
9;44
10;73
11;74
12;86
13;88
14;108
15;91
16;47
24 July 2022;279
7;0
8;22
9;38
10;64
11;56
12;87
13;63
14;115
15;102
16;14
25 July 2022;529
6;1
7;45
8;62
9;59
10;54
11;57
12;67
13;66
14;72
15;89
16;90
17;150
18;149
19;113
20;41
26 July 2022;580
6;2
7;43
8;68
9;71
10;64
11;70
12;73
13;82
14;78
15;64
16;103
17;132
18;165
19;127
20;44
27 July 2022;545
6;1
7;41
8;59
9;60
10;55
11;49
12;70
13;78
14;73
15;60
16;93
17;157
18;180
19;111
20;15
28 July 2022;562
6;2
7;42
8;65
9;59
10;57
11;64
12;93
13;76
14;74
15;83
16;112
17;128
18;170
19;131
20;29
29 July 2022;498
6;1
7;40
8;54
9;57
10;68
11;66
12;71
13;61
14;58
15;70
16;95
17;118
18;144
19;116
20;30
30 July 2022;270
7;1
8;31
9;27
10;73
11;72
12;90
13;79
14;91
15;78
16;14
31 July 2022;302
7;2
8;24
9;44
10;71
11;88
12;90
13;61
14;118
15;96
16;22
01 August 2022;526
6;2
7;37
8;61
9;64
10;44
11;55
12;74
13;68
14;50
15;82
16;107
17;144
18;164
19;115
20;27
02 August 2022;568
6;3
7;32
8;63
9;55
10;49
11;63
12;76
13;70
14;67
15;73
16;119
17;137
18;175
19;136
20;31
03 August 2022;528
6;2
7;45
8;52
9;56
10;52
11;59
12;69
13;83
14;74
15;83
16;118
17;143
18;121
19;109
20;14
04 August 2022;502
6;1
7;32
8;56
9;42
10;36
11;60
12;71
13;68
14;66
15;60
16;105
17;137
18;144
19;116
20;32
05 August 2022;457
6;2
7;32
8;45
9;48
10;50
11;64
12;67
13;53
14;62
15;81
16;87
17;108
18;129
19;78
20;16
06 August 2022;250
8;31
9;31
10;65
11;56
12;91
13;58
14;79
15;65
16;29
07 August 2022;258
7;1
8;27
9;41
10;63
11;62
12;64
13;63
14;88
15;81
16;34
08 August 2022;524
6;2
7;40
8;55
9;58
10;42
11;58
12;81
13;66
14;74
15;75
16;97
17;135
18;152
19;95
20;34
09 August 2022;488
6;1
7;32
8;57
9;52
10;54
11;66
12;78
13;65
14;63
15;67
16;111
17;114
18;139
19;87
20;15
10 August 2022;532
6;2
7;37
8;57
9;55
10;59
11;79
12;66
13;82
14;76
15;82
16;105
17;128
18;159
19;110
20;26
11 August 2022;467
6;1
7;34
8;59
9;59
10;53
11;57
12;65
13;68
14;61
15;76
16;105
17;130
18;133
19;80
20;9
22;1
12 August 2022;475
4;1
6;1
7;33
8;53
9;63
10;47
11;48
12;55
13;66
14;58
15;82
16;105
17;112
18;129
19;98
20;14
13 August 2022;275
7;2
8;33
9;31
10;63
11;73
12;73
13;76
14;91
15;92
16;25
14 August 2022;264
7;1
8;19
9;53
10;68
11;64
12;66
13;52
14;107
15;82
16;17
15 August 2022;548
6;1
7;38
8;56
9;65
10;64
11;43
12;87
13;77
14;77
15;82
16;104
17;132
18;151
19;111
20;26
16 August 2022;439
6;1
7;34
8;49
9;58
10;41
11;45
12;47
13;57
14;60
15;62
16;106
17;103
18;129
19;91
20;9
17 August 2022;502
6;1
7;36
8;64
9;55
10;51
11;52
12;72
13;77
14;73
15;62
16;97
17;143
18;152
19;104
20;20
18 August 2022;484
6;2
7;39
8;62
9;55
10;45
11;60
12;66
13;78
14;66
15;82
16;108
17;108
18;128
19;79
20;10
19 August 2022;443
6;1
7;45
8;62
9;64
10;54
11;35
12;58
13;44
14;60
15;63
16;77
17;111
18;128
19;74
20;22
20 August 2022;293
7;2
8;28
9;34
10;69
11;85
12;90
13;82
14;92
15;86
16;16
21 August 2022;250
7;1
8;21
9;37
10;50
11;68
12;76
13;55
14;76
15;80
16;26
22 August 2022;599
6;1
7;39
8;57
9;54
10;53
11;65
12;83
13;77
14;68
15;86
16;123
17;168
18;169
19;128
20;22
23 August 2022;521
6;3
7;43
8;64
